Community,Replicate,Plate,mgCO2.7,mgCO2.14,CPM7,CPM14,pgRPC.7,pgRPC.14,ATP1,ATP4,ATP7,ATP14,mG7,mG14,mN7,mN14,mX7,mX14,mP7,mP14
PH03,3,F,3.00E-01,4.80E-01,800,190800,376.03109,2.501047592,2292.8,1210.2,832.4,717.4,6,5.6,6.4,6.8,6,5.6,112.8,145.2
PH03,4,F,5.80E-02,2.50E-01,4200,1000,13.81737598,245.9547916,4322,1913,1561,974.6,11.2,5.6,11.2,5.2,6,6.4,378.4,120
PH04,1,F,5.40E-02,8.70E-02,5200,59600,10.34359487,1.460575502,9.4,6.6,6.4,3999.4,4.8,22.4,4.4,6,5.2,6.8,36,492
PH04,2,F,6.70E-01,5.90E-01,2200,65400,304.3987071,8.976331486,10.2,14.8,8.8,3904.6,4,26.4,3.6,6.8,5.2,9.6,40,325.2
PH04,3,F,2.90E-01,5.10E-01,6200,166800,47.5446492,3.034099677,6.6,4,8.8,1747,5.2,30.4,5.2,6,6,5.6,60.8,857.2
PH04,4,F,6.10E-02,2.40E-02,3800,3600,16.10782534,6.738063732,4268.2,8.4,8.8,9.2,6.8,5.2,7.6,4.4,5.2,6.4,332.4,72
PH05,1,F,1.10E-01,1.00E-01,13400,90600,8.117049915,1.126635858,9.4,5.8,7.6,9308.6,4.4,23.6,4.4,8,4.8,5.6,36.4,617.6
PH05,2,F,5.70E-01,8.00E-01,4400,36400,129.7290925,21.99421007,8.2,11.2,19.6,2033.8,4,5.2,4,6.8,4.8,5.2,40.8,172.8
PH05,3,F,3.20E-01,4.40E-01,4200,257000,76.57834842,1.728092645,5.4,3.8,9,2005,5.2,30.8,5.2,6,6,5.6,59.6,849.6
PH05,4,F,7.10E-02,2.90E-02,3000,3000,23.82968677,9.624542739,4880.2,7,8.6,7.6,5.2,5.6,4.8,4.8,5.2,6.4,46.8,70.4
PH06,1,F,4.80E-02,1.10E-01,4400,314200,10.93495602,0.336924448,284,202.4,129.6,9200.6,4.4,15.2,4.4,5.2,4.8,5.2,33.6,622.8
PH06,2,F,4.20E-01,8.20E-01,2400,76000,173.0303472,10.80630563,147,127.6,89,2606.2,4,5.2,4,5.6,5.2,5.2,40.4,199.2
PH06,3,F,2.80E-01,4.00E-01,2200,109400,128.610594,3.634658864,122.2,112.4,91.4,1853.8,5.6,35.2,5.2,5.6,6.4,6,61.2,871.2
PH06,4,F,6.40E-02,8.50E-02,3400,11600,18.77633057,7.361561623,2224.4,75.4,65.6,43,5.2,5.6,4.8,4.4,5.2,6.4,46.8,65.2
PH07,1,F,4.10E-02,9.20E-02,3400,278000,12.03260332,0.33150078,12,12.6,9.2,9630.2,4.4,12,4.4,5.6,4.8,5.2,32.8,452.8
PH07,2,F,1.60E-01,6.70E-01,4000,26400,40.54120426,25.50344947,10.8,805.2,50.2,3833.4,5.2,9.2,4.4,5.6,5.6,5.6,44.4,261.2
PH07,3,F,3.20E-01,3.90E-01,1000,213200,321.6290634,1.807527362,8.4,8.8,11.4,1929.4,5.2,35.2,5.2,5.6,6.4,5.2,61.2,771.2
PH07,4,F,6.10E-02,2.40E-02,1600,1800,37.85290008,13.29192239,2122,15.8,12.6,11.2,9.2,5.6,7.6,4.8,5.6,6,805.2,65.2
PH08,1,F,5.40E-02,1.00E-01,6000,193600,9.06319708,0.541865935,2623.2,13672,6420.2,10787.6,6,34.8,5.2,6.8,4.8,6.8,1387.2,1494.8
PH08,2,F,1.70E-01,6.80E-01,2600,33400,64.39927174,20.48553289,3235.6,9902.6,11906.4,8013.8,4.8,12,5.6,6.4,5.2,5.6,1162.4,2624.8
PH08,3,F,2.70E-01,4.80E-01,1800,118400,150.808176,4.078380247,5233.8,9795.4,6967.8,5151.6,6.8,6.4,6,6.8,6,6,1645.2,1561.6
PH08,4,F,4.30E-02,1.30E-02,2200,5600,19.4926121,2.23281458,3189,10596.8,7660.6,5481.2,10,7.2,10,5.2,5.2,6.4,73.6,1332
PH09,1,F,6.20E-02,9.20E-02,1200,167400,51.5497917,0.550521009,12.6,11,8,6492.2,4.4,48.4,4.4,5.6,4.8,7.2,36.8,537.2
PH09,2,F,1.70E-01,7.60E-01,2400,20800,72.58393648,36.74490891,13,16.8,13.8,4947.8,4,12.4,3.6,5.2,5.2,8,41.2,226
PH09,3,F,2.70E-01,4.40E-01,1600,334400,166.1486495,1.320094696,8,10.6,13,1295.8,5.2,66.8,5.2,5.6,5.6,6,60,696.4
PH09,4,F,1.90E-02,4.70E-01,4200,1600,4.603081679,292.9809553,6024.8,16.6,14,13.6,18.4,5.6,5.6,4.8,6,6.4,86,73.6
PH10,1,F,5.60E-02,9.80E-02,2800,91600,19.84935521,1.07405103,11.4,9,6.8,9964.8,4.4,40.8,4.4,5.6,4.8,6,36.8,918.4
PH10,2,F,1.70E-01,8.40E-01,5000,35800,34.84028951,23.52933703,10,11.6,11.4,2700.8,4,4.8,4.4,5.2,5.2,5.2,41.2,222.4
PH10,3,F,3.30E-01,4.30E-01,1400,142600,234.3332547,3.039753815,6.4,5.6,9.4,1323.2,5.6,22,5.2,5.6,6,5.6,61.2,672
PH10,4,F,4.70E-02,2.30E-02,1200,3000,39.19422226,7.650090184,4838,9.6,9.6,10.2,55.6,5.6,8,4.8,6.8,6.4,68.4,75.2
PH11,1,F,5.30E-02,1.70E-01,3400,207200,15.47518756,0.821044338,310.2,234,139.4,8642,4.4,47.6,5.2,5.6,4.8,6.8,36.4,743.6
PH11,2,F,3.50E-01,7.00E-01,4600,29000,76.12903918,24.23132153,201.8,166,119.4,4099.6,4.4,6,4.4,5.6,5.2,5.6,43.2,232.4
PH11,3,F,2.90E-01,3.90E-01,400,121800,726.9840273,3.163914889,143.4,122.2,100.8,1879.2,5.2,28,5.2,5.6,6,5.6,60.4,662
PH11,4,F,4.90E-02,2.00E-02,3400,3200,14.31200217,6.40295763,4519.2,102.6,54.4,65.8,6.8,5.6,5.6,4.8,5.2,6.4,446,74
PH12,1,F,6.70E-02,1.20E-01,6800,350200,9.888179921,0.339440952,10,6.6,6.8,10351.6,4,20.8,4,5.2,3.6,5.2,36.4,786
PH12,2,F,1.50E-01,7.20E-01,2800,25400,52.95659235,28.25817673,9.6,10.8,8.8,4835.6,4,7.6,4.4,5.6,5.2,5.2,42.4,278.8
PH12,3,F,3.30E-01,3.70E-01,1800,168000,181.0614141,2.194350011,7,5.8,7.6,1612,6,26.8,5.2,5.6,6,6,60,773.2
PH12,4,F,5.60E-02,1.40E-01,2800,2600,19.84935521,55.17215812,5529.6,7,6.4,7,8,5.2,4.8,5.6,4.8,6.4,52,74
PH13,1,F,6.20E-02,5.70E-02,2200,379600,28.1180682,0.14962083,406,3785,2670.8,6237,4.8,11.6,4.4,15.6,10,13.6,37.2,121.6
PH13,2,F,1.00E-01,7.80E-01,3800,79200,27.35659137,9.801241574,75.4,4188.6,2870.8,7030.6,4,5.2,4.4,4.4,10.4,10.8,41.2,570
PH13,3,F,3.40E-01,3.50E-01,1400,205400,242.1432066,1.727089619,3941,4316.4,3679.8,3409.4,5.6,11.2,5.6,5.6,10,7.6,60,364.8
PH13,4,F,6.50E-02,2.70E-02,1800,2400,35.83857516,11.41307352,2152,2041.6,1762.6,2138.8,24,6,8.4,4.8,8,8.8,1431.6,76.8
PH14,1,F,4.50E-02,9.10E-02,4200,170400,10.69619658,0.535748306,3656.2,2631.2,1674.6,3151.8,4.4,5.2,4.4,5.2,4.8,5.2,43.2,97.2
PH14,2,F,1.40E-01,8.10E-01,3600,33800,38.21367026,23.92957936,1362.8,3055.2,1809.2,4271.6,4.4,4.4,4.4,4.8,4.8,5.2,46,552.4
PH14,3,F,3.00E-01,4.00E-01,2800,179200,108.8950206,2.205112759,2352.8,1828.8,1398.2,835,5.6,11.6,5.6,5.6,6,5.6,64,390
PH14,4,F,5.60E-02,2.20E-02,2400,2600,23.15758107,8.344165266,2506.2,1227.4,1301.4,997.4,12,5.6,6.8,5.2,5.2,6.4,1396,78.8
PH15,1,F,4.30E-02,1.50E-01,10000,270400,4.288374661,0.557459915,1644,1189.4,703.2,6937.4,5.6,25.2,4.4,9.2,4.8,6,99.2,218.4
PH15,2,F,1.10E-01,6.30E-01,3200,58200,34.60558932,10.77987366,4422.6,1296.6,873.4,4241.6,5.2,6,4.4,5.6,5.2,4.8,83.6,352.8
PH15,3,F,2.90E-01,4.10E-01,3000,132600,98.25894167,3.112510843,1324.4,966.2,657.6,1319.6,6.8,9.6,5.2,6,6,5.6,93.6,255.6
PH15,4,F,5.70E-02,1.90E-02,3600,4200,15.77668532,4.603081679,2263.8,1157.2,760.2,1481.6,7.6,6.8,5.2,4.8,5.6,6,594.8,117.6
PH16,1,F,5.30E-02,1.30E-01,2400,224000,21.92318238,0.568869778,12,5,6.2,5402,4.4,31.6,4.4,5.2,4.8,6,35.6,454.8
PH16,2,F,9.50E-02,6.20E-01,2800,42200,33.8534621,14.62378427,22.6,13.4,8.8,4737.2,4,20.8,4,5.6,5.2,7.2,40,778
PH16,3,F,2.30E-01,4.40E-01,2200,107000,104.0121672,4.125604358,7.4,6.2,7.2,1164,9.2,23.2,5.2,5.6,6,5.6,59.6,587.2
PH16,4,F,6.00E-02,1.80E-02,2600,2800,23.04786113,6.316812777,3785.2,7.6,9.4,9.6,13.2,5.2,8.8,4.8,5.2,6,260,73.2
PH17,1,F,6.60E-02,5.10E-02,400,310400,164.6609376,0.16579574,564.8,483.6,359.2,6543.6,4.8,73.2,4,7.2,4.8,10,36,93.6
PH17,2,F,5.90E-02,4.50E-01,2200,62000,26.66301408,7.338020936,85.8,466.2,311.6,3708.4,4.8,4.8,4.4,5.6,5.2,9.6,40.4,202.8
PH17,3,F,2.40E-01,4.30E-01,1600,512400,151.5362317,0.83570021,675.8,732.2,297.6,1556.8,5.2,24.8,5.2,5.2,6,5.6,59.2,819.6
PH17,4,F,1.60E-02,3.90E-02,2000,1200,8.197216462,32.8954806,3691.8,167.8,148.4,99.4,17.2,5.6,8,4.8,5.6,6,754.4,69.2
PH18,1,F,4.50E-02,3.50E-02,4000,241200,11.36119635,0.143104045,335.2,368.4,416.8,8525.8,4.4,12,4,7.2,4.8,5.2,33.2,482.8
PH18,2,F,5.40E-02,3.70E-01,3000,183600,18.12639416,2.007901971,215.4,301.6,164.8,5657.6,4,10.8,4,6.4,5.2,5.2,40.8,262.8
PH18,3,F,2.70E-01,3.20E-01,1200,174200,221.5315326,1.858580505,1336.2,621.6,311.8,1707.2,5.6,23.2,5.2,6.4,6,5.6,59.6,815.2
PH18,4,F,3.50E-02,3.10E-01,1600,2600,21.57293478,118.0621091,3599.2,154.8,135.6,81.8,4.8,5.6,4.4,4.8,4.8,6.4,52.4,69.2
PH19,1,F,5.20E-02,3.40E-02,1400,143200,37.16930489,0.235096965,11.2,8.4,6,7329.6,4.4,6.8,4.4,5.2,4.8,5.6,32,279.6
PH19,2,F,5.90E-02,4.10E-01,3200,37400,18.5278469,10.8995989,9.8,12.6,13.2,2836.8,4,4.8,4,5.6,5.2,5.2,40.8,208
PH19,3,F,2.60E-01,3.60E-01,2600,159200,101.5323975,2.242684464,8.4,6.8,9.4,1815.8,5.2,25.6,5.2,10,6.4,5.2,60.4,803.6
PH19,4,F,3.90E-02,3.00E-01,2400,3800,16.4477403,80.23843623,3116.8,13,10.8,10,5.6,6,6,4.4,4.8,6.4,63.2,62.4
PH20,1,F,5.70E-02,5.40E-02,6600,405000,8.605464718,0.13280665,3767.6,7458.8,4343.2,6843,56.8,43.6,45.6,37.6,5.6,5.6,644.8,544
PH20,2,F,4.40E-02,3.50E-01,2000,44200,22.20378172,7.820927801,4747.2,6662.8,5074.4,5595,62,61.6,72.8,90,5.2,6,460.8,754.4
PH20,3,F,2.70E-01,2.90E-01,3000,282400,88.61261305,1.022721539,5205.6,5751.4,3694,2465.6,57.2,57.6,49.6,38.8,6.4,6,608,464.8
PH20,4,F,3.90E-02,1.50E-02,5400,5800,7.222957617,2.656947034,3484,4562.2,3494,2577.8,5.6,59.2,5.2,40.8,4.8,7.6,75.6,429.2
PH21,1,F,3.80E-02,2.40E-02,4000,656600,9.404078945,0.035938406,9.2,9,9.4,5778.8,4.4,8,4,5.2,4.8,4.8,35.6,494.4
PH21,2,F,5.10E-02,3.60E-01,1000,47200,51.46299777,7.662066174,9,11.2,10,4184.4,3.2,32.4,3.2,6.8,4.8,10.4,42.8,318.4
PH21,3,F,2.50E-01,2.20E-01,2800,212400,90.37743751,1.046241498,7.6,8.4,10.4,1504.4,5.2,130,5.6,6,5.6,7.2,59.2,746
PH21,4,F,5.30E-02,1.70E-02,2400,3200,22.16618854,5.362987405,2856.8,14.2,10.6,880.6,9.2,5.6,6.4,4.8,5.2,6.8,342.4,164.4
PH22,1,F,5.30E-02,4.00E-02,3600,412000,14.77745903,0.096964186,243.2,955.8,1439.4,11164,4.4,8.4,4.4,5.6,4.8,5.6,37.2,352.4
PH22,2,F,6.50E-02,3.60E-01,2800,70400,23.03908403,5.137067094,177,553,472.4,3786,4.4,11.6,4,5.2,5.2,5.6,41.6,459.2
PH22,3,F,2.90E-01,2.20E-01,3200,266400,90.25517579,0.821963261,1809.8,1910,913.6,1183.8,5.2,19.6,6.8,5.6,6.4,5.6,61.2,648.8
PH22,4,F,5.40E-02,1.70E-02,4800,2800,11.32899635,6.036803482,4446.6,1384.8,456.8,280,5.2,5.6,5.2,4.4,5.2,6.4,54.8,78.8
PH23,1,F,5.30E-02,4.70E-02,2200,235400,24.18129659,0.199800623,9.2,6.2,6.6,9411,4.4,7.2,4.4,5.6,4.8,5.2,37.2,573.6
PH23,2,F,5.20E-02,3.70E-01,3800,54400,13.69395443,6.733572247,8.8,13,9.2,6564.2,4,11.6,4.4,6.4,5.2,6,41.2,242
PH23,3,F,2.60E-01,1.90E-01,1600,142400,162.6905511,1.35324405,6.2,4.6,9,1418,5.2,20.4,5.2,5.6,6,5.6,60,710.4
PH23,4,F,4.30E-02,1.60E-02,2800,3600,15.49551624,4.554009146,3621.4,7.2,7.4,7.6,12,5.6,9.6,4.8,5.6,6.4,508,73.2
PH24,1,F,4.50E-02,6.20E-02,4400,228400,10.32836031,0.270839536,684.4,1324.4,1028.6,9659.8,4.4,14.8,4,7.2,6,5.6,37.2,763.6
PH24,2,F,4.80E-02,3.50E-01,2800,41800,17.18350231,8.323781155,251.4,1117.6,402.8,3672.2,4,7.2,4,6,5.2,5.2,41.2,20.8
PH24,3,F,2.00E-01,1.70E-01,1600,128000,125.1118893,1.339633035,744.8,1311.6,784.4,1344,5.6,18.4,5.6,5.2,6,5.6,60.8,672.8
PH24,4,F,4.00E-02,1.00E-02,2000,2400,20.21399779,4.321237283,5317.8,58.4,38.6,24.8,5.2,5.6,4.8,4.8,5.2,6.4,52.4,79.2
SAC01,1,D,1.20E-02,4.60E-02,2800,3800,4.31946916,12.23665375,2615.2,4478.8,15430.8,7707.4,98,28.8,14,6.4,5.6,6.4,65.6,914.4
SAC01,2,D,1.10E-02,1.00E-01,2200,2200,4.880750004,47.25229418,5168.2,4445.8,3577.6,5389.8,6.4,8.4,4.4,4,5.6,5.2,567.2,563.6
SAC01,3,D,3.20E-01,4.50E-01,4800,6800,66.1225223,66.50445987,4850.4,2343.6,3390.8,2982.2,9.2,9.2,6,5.6,6,6,825.2,602.8
SAC01,4,D,1.00E-01,7.40E-02,2800,28600,36.1219711,2.576381095,2921.8,1308.6,4563.6,3107.4,10,87.2,6,7.2,4.8,10.8,242.4,566
SAC02,1,D,2.40E-02,1.20E-01,1400,5000,17.0896145,23.98366005,9.8,14.8,15.6,12.4,4,4.8,4.4,5.2,5.6,5.6,14.8,43.2
SAC02,2,D,2.80E-02,4.00E-01,1400,24200,20.35557039,16.63702453,9,17.6,9.6,11,4,4.4,4.4,3.6,5.2,4.8,35.6,32
SAC02,3,D,4.90E-01,3.70E-01,2000,2800,242.8692583,132.502152,10.8,6.6,9,109.2,5.6,18.4,6,7.2,6,5.6,59.2,99.6
SAC02,4,D,1.10E-01,1.10E-01,1800,21800,58.8120342,5.125327167,4037.8,8154.8,6656.4,8498.2,17.6,20.8,10.8,9.6,4.8,10.8,1092.8,1299.6
SAC03,1,D,3.10E-02,9.40E-02,400,2000,78.00938731,46.95314201,128.8,2451.2,1636.8,796.6,4,5.2,4.4,5.6,5.6,5.6,15.2,46.8
SAC03,2,D,3.40E-02,2.30E-01,1800,1400,18.70326963,162.2589046,214.4,2721.6,1090,718.2,4,4,4.4,4,5.2,4.8,34.8,31.6
SAC03,3,D,6.70E-01,4.00E-01,2000,1800,336.645533,222.2879252,3467,4421.6,1073.4,507.8,6,5.2,5.6,5.2,6,5.6,59.6,89.6
SAC03,4,D,8.30E-02,1.30E-01,1400,94600,59.25172681,1.358629478,12.6,19.6,21.4,6055,4.8,10.4,5.2,6,4.8,10,24.8,1028
SAC04,1,D,3.00E-02,3.90E-01,1400,1600,21.72328338,243.8990476,109.2,802.6,1018.8,3524.8,4,5.2,4.4,5.2,5.6,5.2,15.2,49.6
SAC04,2,D,4.00E-02,2.10E-01,1400,1200,28.53517462,178.4659907,131,161.8,178.4,1720.6,3.6,4.8,4,3.6,4.8,4.4,34.4,31.6
SAC04,3,D,7.00E-01,4.20E-01,2200,1400,316.0314641,296.6234523,219.4,799,1391.6,1898.6,6,5.2,5.6,5.6,5.6,5.6,60,91.2
SAC04,4,D,1.40E-01,1.10E-01,1000,32800,143.4476111,3.467677597,1234.2,2283.6,1376.8,1458.6,8.4,10.4,8,9.6,4.8,11.2,51.6,159.2
SAC05,1,D,2.30E-02,7.50E-02,1400,3000,16.16546285,25.05824801,6145,10721.4,3351,11913,7.6,21.2,8.4,13.2,6,8.4,41.6,1357.6
SAC05,2,D,4.30E-02,2.00E-01,1200,1000,35.73645551,197.1636636,5000,5373.6,3070.4,10096.4,21.6,42,8.8,11.2,6,7.2,641.2,1161.2
SAC05,3,D,5.60E-01,4.20E-01,2200,2400,256.5462083,176.2510786,5244.8,7630,3563.4,2217,44.8,34,15.6,11.2,8.4,7.2,882.8,1126
SAC05,4,D,7.30E-02,5.30E-02,1200,3200,60.78948823,16.44238679,80,3851.6,2781.6,4044.2,7.2,10.4,9.2,12,4.8,9.6,218.4,339.2
SAC06,1,D,1.70E-02,8.00E-02,800,1800,21.12881219,44.31961422,5722,6969,1510.8,15720.8,4,10.8,4.4,6.4,5.6,5.6,36.4,2032.4
SAC06,2,D,3.70E-02,1.90E-01,1600,2000,22.94445994,96.35097637,6781.2,6410.8,5535,13937.2,5.6,13.2,4.4,5.6,4.8,4.8,450.4,508.4
SAC06,3,D,5.70E-01,5.50E-01,4800,3000,118.2496551,183.9146787,8579.4,3360,5617.6,4080.2,11.2,14.4,6,6.4,6,5.6,288.8,248.8
SAC06,4,D,7.70E-02,1.20E-01,1600,8000,48.40656641,14.47166054,3265.2,1595,2393.4,2056,5.6,8.8,5.6,6,6,8.8,47.6,157.2
SAC07,1,D,2.70E-02,5.50E-02,1200,3200,22.82614705,17.18010692,3534.4,7902.8,14706.2,17653.6,20.4,26.8,5.2,6,6,7.2,158.4,2580
SAC07,2,D,3.20E-02,1.60E-01,2200,2400,14.73547425,64.89256822,3906.6,8208,7652.4,19075,20.8,42.8,4,3.6,5.6,6.4,719.6,1653.2
SAC07,3,D,4.50E-01,2.90E-01,7000,1400,64.60433245,210.554875,5160.8,3306.2,5296.6,5504.6,30,33.2,5.6,5.6,7.2,7.2,689.6,70
SAC07,4,D,7.20E-02,9.50E-02,3000,13200,24.07186021,7.181037415,3116.8,5094,5607.4,3524.2,5.6,9.2,5.6,5.6,4.8,10,119.6,347.6
SAC08,1,D,2.40E-01,5.00E-01,45800,200600,5.180782834,2.508195421,3311.2,2591.8,1522.6,3291.8,6.8,7.2,5.6,5.6,5.6,4.8,36.8,130.8
SAC08,2,D,2.10E-02,1.30E-01,800,1400,26.7360526,91.01916442,3464,765.2,450.8,609.2,9.2,7.2,4.8,4.4,4.8,4.8,1119.2,1570
SAC08,3,D,4.20E-01,3.40E-01,2400,1200,176.2510786,282.5004077,1993.2,1340,1295,1129.2,18,9.6,9.6,6.4,6,6,1574,450.8
SAC08,4,D,8.30E-02,1.30E-01,1600,79400,51.84526096,1.63265316,9.6,12.6,16.8,5198,4.8,7.2,5.6,6.4,4.8,9.6,27.2,1210.8
SAC09,1,D,1.10E-02,2.20E-02,1000,400,10.55316656,55.00986743,2090,7858.6,1714,3692.6,13.2,20.8,6.8,8,7.6,9.2,22,449.6
SAC09,2,D,5.50E-03,6.60E-02,1400,2800,3.950330163,23.52299109,3302.8,2881.8,3109.4,3688.4,17.6,24,7.2,8,6.8,8,309.6,305.6
SAC09,3,D,2.30E-01,2.60E-01,3000,3000,77.3938677,85.55416256,5183.4,5382.2,3159.2,1806.8,25.6,23.2,10,8.8,8.4,8.4,488.8,433.2
SAC09,4,D,5.90E-02,6.00E-02,1400,19000,42.34936433,3.153917838,6979.8,10481.2,6027,3770.2,13.2,26.4,7.2,8.4,4.8,11.6,290.8,851.2
SAC10,1,D,1.10E-02,1.10E-01,400,2200,27.31109286,48.11893707,5616.8,6743.2,2654.4,11920,6.4,34.8,4.4,6,5.2,6.4,27.6,478.8
SAC10,2,D,1.60E-02,1.30E-01,1200,800,13.04353108,156.5600916,2452.2,4517.2,4173.4,8984.4,14,22.8,4.4,4.4,4.8,6,319.6,318
SAC10,3,D,4.10E-01,3.10E-01,4200,1600,97.66103247,191.8509273,6270.2,4515.8,3939.4,3013.8,26.8,22.8,6,5.6,6.4,6.4,445.6,336
SAC10,4,D,1.00E-01,1.20E-01,108800,13400,0.92960955,9.186282651,1866.2,2304,2030.6,1967.6,6.4,12.8,5.6,6,4.8,10.4,154.8,532
SAC11,1,D,1.60E-02,8.40E-02,800,2000,20.18036116,41.88033551,2866,6242.4,1853,7238.6,7.2,56,6.4,7.2,5.2,7.2,58.4,805.6
SAC11,2,D,2.40E-02,1.40E-01,1000,400,23.9254603,355.6444525,3676.2,6450.6,3326,7724.2,9.6,18.8,6,6.4,4.8,4.8,327.2,408.4
SAC11,3,D,4.20E-01,3.40E-01,1800,200,233.5636823,1706.091284,4525.4,6180.8,3423.4,2241.2,20,18,10.4,7.2,6,5.6,510.4,422.4
SAC11,4,D,3.80E-01,9.90E-02,1400,29800,270.0975051,3.332096521,17,8,17.2,2085.2,4.8,10,6,6,5.2,10,24.8,118.8
SAC12,1,D,1.80E-02,5.60E-02,1200,800,14.96176607,69.47274322,8.2,14.8,10.8,11.6,4,5.2,4.4,5.2,5.6,4.8,10.8,42.4
SAC12,2,D,1.30E-01,3.20E-01,1000,3400,125.2480733,92.73022146,4637.8,5622.8,3454.4,6390.2,18,24,6.8,9.6,8.8,7.2,472.4,616.8
SAC12,3,D,4.80E-01,3.90E-01,2400,600,201.2000922,650.3974604,7.4,9,10.2,145.2,5.2,490.4,5.6,116.4,5.6,8,58.8,118.4
SAC12,4,D,1.00E-01,7.50E-02,53800,3200,1.932249948,23.49210751,8.4,11.4,18.6,6000.2,4.8,11.2,5.6,6,4.8,10,25.6,1025.2
SAC13,1,D,1.20E-02,8.00E-02,400,800,29.73384476,99.71913199,8.4,15.2,2460.4,3092.8,5.6,9.6,6.4,7.2,5.6,5.2,82,380.8
SAC13,2,D,3.20E-02,1.40E-01,3000,1200,10.80601445,112.7225169,10.6,15,8.4,11,4.8,4.4,4,3.6,5.2,4.8,33.2,31.6
SAC13,3,D,4.90E-01,4.40E-01,2600,2400,186.8225064,185.0499207,7,4.6,7.8,6,5.2,5.2,5.6,5.2,5.6,5.6,60,82.8
SAC13,4,D,6.90E-02,9.40E-02,1200,18800,57.19613685,4.995015107,1938.8,1017.6,3978.6,2493.6,73.6,167.2,6.4,6.8,4.8,11.6,506.4,476
SAC14,1,D,2.30E-02,8.20E-02,2000,1600,11.47513528,51.34361123,8.8,13.4,10.8,9.8,4,5.2,4.4,5.6,5.6,5.6,14.4,42.8
SAC14,2,D,4.80E-02,1.90E-01,3800,4400,12.66152802,42.46962443,6.6,12,7,10.8,4,4.4,4,3.6,4.8,4.8,34.8,32.4
SAC14,3,D,5.80E-01,3.90E-01,7800,6200,74.42502186,62.94168971,7,5.6,8.2,9.2,5.2,5.6,5.2,5.2,6,5.6,59.6,85.2
SAC14,4,D,7.40E-02,1.00E-01,8000,9600,9.210562415,10.73031701,1717.8,4347.2,2717.2,4148,8.8,20,6.4,8,5.2,10,434.8,1328.4
SAC15,1,D,1.30E-02,5.10E-02,1600,13600,8.344962929,3.742171205,8.6,13.8,3260,7221,4.8,8,5.2,6.8,6.8,5.6,20.8,92.8
SAC15,2,D,2.80E-02,1.20E-01,2000,4600,13.87834639,26.99321395,7.6,14.4,7,33.8,4,5.2,4.4,3.6,4.8,4.8,34.4,32.4
SAC15,3,D,4.10E-01,3.50E-01,14000,7000,28.93749247,50.35194602,8.2,7.8,9,16.4,5.6,5.6,5.2,5.2,5.6,5.6,60,90.4
SAC15,4,D,5.60E-02,1.30E-01,63600,33200,0.873870984,3.938126277,3035,5206.6,5157.8,3501.4,12.8,18.4,9.2,8.8,5.2,10.8,1012.8,323.6
SAC16,1,D,7.90E-02,2.60E-01,2400,8200,32.9145353,31.74449777,450.4,2439,26407,2540.2,8.8,52.8,10.4,72,5.6,49.2,43.2,81.6
SAC16,2,D,2.50E-02,9.60E-02,1400,800,17.56563158,119.598817,638.8,990.2,1036.4,641,4,4.4,4.4,4,4.8,4.4,34,31.6
SAC16,3,D,5.60E-01,4.10E-01,11600,3000,48.10750742,137.5729792,2778.8,3229.2,3781.4,1434.8,12.8,34,12.8,17.6,6,6,86.4,137.2
SAC16,4,D,7.00E-02,1.40E-01,2800,65400,25.01849341,2.121265957,2180.8,3151.6,3300,3178.6,6.8,18.8,7.2,10.4,4.8,11.2,122.8,483.2
SNG01,1,I,0.315282753,0.207862105,417400,281200,0.755349193,0.739196675,6482.2,6702.4,2807.6,4134.8,16.4,12.4,4.4,4.8,6,7.2,527.6,348.4
SNG01,2,I,0.319503534,0.542385509,38600,63800,8.27729363,8.50134026,11.4,8.8,12.6,7851.2,4,82,4.8,5.2,4,6.8,38.4,470.8
SNG01,3,I,0.446811614,0.617123696,150800,224200,2.962941736,2.752558859,4566.8,1501.4,779.8,800.6,27.2,9.2,4.4,4.4,6,5.2,94.8,203.2
SNG01,4,I,0.130745792,0.139899398,228000,221000,0.573446458,0.63302895,9.6,23.2,15.4,623.2,6.4,26.8,6,6.4,9.6,21.6,77.6,256
SNG02,1,I,0.321629063,0.191230962,241600,314200,1.331246123,0.60862814,5134.6,7424.2,3288,5707.6,18,22.4,4.4,5.2,6,8,689.6,501.6
SNG02,2,I,0.290793611,0.402615994,124800,127000,2.330077011,3.170204674,10.2,8.4,8.8,7462.8,4.4,76.8,4.8,5.2,4,6.4,36.4,586.8
SNG02,3,I,0.539291485,0.610347738,87800,469800,6.142272041,1.299165045,1879,469.6,3614,2932.8,78.4,22.8,4.4,4.8,6,5.6,176.8,919.6
SNG02,4,I,0.13641463,0.175577278,238400,232600,0.57220902,0.754846423,3577.2,5111.6,8824.2,3112.4,195.6,13.2,6,5.6,13.2,10.8,851.2,162.8
SP10,2,A,3.70E-01,2.30E-01,93400,304600,3.947010727,0.740337729,7373.2,6777.2,6910.6,6158.2,20.4,11.2,8,6,6.8,9.2,414.8,404.4
SP10,1,B,5.10E-01,4.80E-01,216200,30200,2.382023528,15.89516621,185.2,3995.8,23611.2,18264.8,8.4,11.2,9.2,7.6,6.8,7.2,296.8,1342
SP10,3,I,0.212572257,0.530085429,269400,510600,0.789058118,1.038161827,1317.8,8007.2,4594.8,2883.4,30.4,19.6,10,12,11.6,9.2,76.4,104.4
